show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4436,Movie,Edmilson Filho: Notas_ Comedy about Relationships,Halder Gomes,Edmilson Filho,Brazil,1-Nov-18,2017,TV-MA,80 min,Stand-Up Comedy,Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship_ playing up the differences between men and women.
s4005,Movie,Edoardo Ferrario: Temi Caldi,Francesco Imperato,Edoardo Ferrario,Italy,15-Mar-19,2019,TV-MA,65 min,Stand-Up Comedy,Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel_ social media and people who like craft beer.
s3533,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,Vishwaksen Naidu_ Sushanth Reddy_ Abhinav Gomatam_ Venkatesh Kakumanu_ Anisha Ambrose_ Simran Choudhary,India,6-Sep-19,2018,TV-14,133 min,Comedies_ Independent Movies_ International Movies,In Goa and in desperate need of cash_ four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true.
s1296,Movie,Eeb Allay Ooo!,Prateek Vats,Shardul Bhardwaj_ Nutan Sinha_ Shashi Bhushan_ Mahinder Nath_ Nitin Goel_ Naina Sareen,India,18-Feb-21,2019,TV-MA,97 min,Comedies_ Dramas_ Independent Movies,Hired as a monkey repeller upon moving to Delhi_ a young man struggles to find his footing in his unenviable job and his place in the unforgiving world.
s6667,Movie,Eeda,Ajithkumar,Shane Nigaam_ Nimisha Sajayan_ Manikandan R. Achari_ Alencier Ley Lopez_ Sujith Sankar_ P. Balachandran_ Sudhi Koppa,India,15-Sep-18,2018,TV-14,153 min,Dramas_ International Movies_ Romantic Movies,Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.
s3639,Movie,Eerie,Mikhail Red,Bea Alonzo_ Jake Cuenca_ Maxene Magalona_ Charo Santos_ Mary Joy Apostol_ Gabby Padilla_ Gillian Vicencio,Philippines_ Singapore,26-Jul-19,2019,TV-14,100 min,Horror Movies_ International Movies,When a student's suicide rattles an all-girls Catholic school_ a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past.
s1614,Movie,Effie Gray,Richard Laxton,Dakota Fanning_ Emma Thompson_ Julie Walters_ David Suchet_ Derek Jacobi_ James Fox_ Robbie Coltrane_ Claudia Cardinale_ Greg Wise_ Tom Sturridge,United Kingdom,1-Dec-20,2014,PG-13,109 min,Dramas_ International Movies_ Romantic Movies,Trapped in a loveless marriage_ the young wife of Victorian-era art critic John Ruskin finds herself falling for an artist — and looking for a way out.
s1526,Movie,Eggnoid: Love & Time Portal,Naya Anindita,Morgan Oey_ Sheila Dara_ Luna Maya_ Kevin Julio_ Anggika Bolsterli_ Reza Nangin_ Martin Anugrah_ Fatih Unru,Indonesia,17-Dec-20,2019,TV-14,102 min,Dramas_ International Movies_ Romantic Movies,Sent from the future to look after a lonely girl_ Eggy finds himself falling for her. But dating is forbidden and would risk both their fates.
s6668,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,Pavan Malhotra_ Sudhanshu Aggarwal_ Arjuna Bhalla_ Avrinder Kaur_ Arvinder Bhatti_ Master Yuvraj_ Jai Bharti_ Gagandeep Singh,India,1-Dec-17,2015,TV-14,124 min,Dramas_ International Movies,Driven by the lessons he learned from his mother_ and the values of the Sikh religion_ a man sets out on a mission to serve humanity.
s5721,TV Show,Einsatzgruppen: The Nazi Death Squads,,Paul Bandey,France,10-Nov-16,2009,TV-MA,1 Season,Docuseries_ International TV Shows,This documentary series examines the Einsatzgruppen_ Nazis responsible for the mass murder of Jews_ Romani and Soviet prisoners in Eastern Europe.
s2502,Movie,Either Me Or My Auntie,Saeed Hamed,Mohamed Henedi_ Donia Samir Ghanim_ Hassan Hosny_ Fadia Abdel Ghany_ Alaa Morsy_ Lotfy Labib_ Nabil Issa_ Hatem Jamel_ Alaa Zinhom_ Hala Sarhan,Egypt,19-May-20,2006,TV-PG,105 min,Comedies_ International Movies,A musician's marriage proposal to his girlfriend is denied by her mother_ whose affinity for magic begins to meddle in their relationship even more.
s6669,Movie,Ek Cup Chya,Sumitra Bhave_ Sunil Sukthankar,Kishore Kadam_ Ashwini Giri_ Kamal Desai_ Devika Daftardar_ Sunil Sukthankar_ Shriram Ranade_ Padmanabh Bind,India,15-Mar-18,2009,TV-PG,120 min,Dramas_ Independent Movies_ International Movies,A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.
s6670,Movie,Ek Hasina Thi,Sriram Raghavan,Saif Ali Khan_ Urmila Matondkar_ Seema Biswas_ Pratima Kazmi_ Aditya Srivastava_ Rasika Joshi_ Madan Joshi_ Seema Adhikari,India,1-Aug-19,2004,TV-MA,134 min,Dramas_ International Movies_ Thrillers,Imprisoned for underworld crimes she didn’t commit_ a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.
s5297,Movie,Ek Jaan Hain Hum,Rajiv Mehra,Rajiv Kapoor_ Divya Rana_ Shammi Kapoor_ Tanuja_ Kiran Vairale_ Rakesh Bedi_ Gulshan Grover_ Monty Sharma,India,1-Sep-17,1983,TV-14,151 min,Dramas_ International Movies_ Music & Musicals,While trying to win over his beloved’s parents_ a young man is accused of arson_ and his father soon realizes insanity may be his only defense.
s3912,Movie,Ek Khiladi Ek Haseena,Suparn Verma,Koena Mitra_ Fardeen Khan_ Kay Kay Menon_ Mumait Khan_ Rakhi Sawant_ Feroz Khan_ Zabyn Khan_ Rohit Roy_ Gulshan Grover_ Amin Hajee,India,15-Apr-19,2005,TV-14,141 min,International Movies_ Music & Musicals_ Thrillers,Indebted to a gangster_ a grifter assembles a band of fellow swindlers to attempt his biggest scam yet_ but it's soon clear that no one can be trusted.
s3951,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,Anil Kapoor_ Sonam Kapoor_ Rajkummar Rao_ Juhi Chawla_ Abhishek Duhan_ Regina Cassandra_ Madhumalti Kapoor_ Seema Pahwa_ Brijendra Kala_ Alka Badola Kaushal,India,2-Apr-19,2019,TV-14,120 min,Comedies_ Dramas_ International Movies,As her family seeks to marry her off and a hopeful writer pursues her_ a small-town woman struggles to reveal the long-hidden truth about who she loves.
s4566,Movie,Ek Main Aur Ekk Tu,Shakun Batra,Kareena Kapoor_ Imran Khan_ Boman Irani_ Ram Kapoor_ Ratna Pathak Shah_ Zenobia Shroff_ Soniya Mehra_ Akshat Verma_ Dana Lewis_ Rajesh Khattar,India,1-Oct-18,2012,TV-14,106 min,Comedies_ International Movies_ Romantic Movies,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.
s2606,Movie,Ekşi Elmalar,Yılmaz Erdoğan,Yılmaz Erdoğan_ Farah Zeynep Abdullah_ Songül Öden_ Şükran Ovalı_ Devrim Yakut_ Şükrü Özyıldız_ Fatih Artman_ Cezmi Baskın_ Caner Cindoruk_ Ersin Korkut,Turkey,29-Apr-20,2016,TV-PG,109 min,Dramas_ International Movies,In an eastern Turkish town_ suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.
s6671,Movie,El último testigo,Philipp Stölzl,Aaron Eckhart_ Liana Liberato_ Olga Kurylenko_ Garrick Hagon_ Eric Godon_ Yassine Fadel_ Neil Napier_ David Bark-Jones_ Alexander Fehling_ Nick Alachiotis_ Jade Hassouné,United States_ Canada_ Belgium_ United Kingdom,4-Feb-18,2012,R,105 min,Action & Adventure,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.
s6672,TV Show,El Barco,,Juanjo Artero_ Mario Casas_ Blanca Suárez_ Irene Montalà_ Luis Callejo_ Neus Sanz_ Juan Pablo Shuk_ Ivan Massagué_ Marina Salas_ Bernabé Fernández_ Javier Hernández_ Patricia Arbúes_ David Seijo_ Giselle Calderón,Spain, July 1_ 2017,2013,NR,3 Seasons,International TV Shows_ Romantic TV Shows_ Spanish-Language TV Shows,Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.
s5130,Movie,El Camino Christmas,David E. Talbert,Jessica Alba_ Tim Allen_ Dax Shepard_ Vincent D'Onofrio_ Luke Grimes_ Kurtwood Smith_ Michelle Mylett,United States,8-Dec-17,2017,TV-MA,89 min,Comedies_ Dramas,Stuck in a liquor store during an alleged robbery_ a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve.
s3429,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,Aaron Paul,United States,11-Oct-19,2019,TV-MA,123 min,Dramas_ Thrillers,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan_ starring Aaron Paul."
s6673,TV Show,El Cartel,,Manolo Cardona_ Karen Martínez_ Robinson Díaz_ Diego Cadavid_ Fernando Solórzano_ Julian Arango_ Sandra Reyes_ Juan Pablo Raba_ Fernando Arévalo,Colombia,24-Aug-18,2008,TV-MA,1 Season,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.
s6674,TV Show,El Cartel 2,,Diego Cadavid_ Robinson Díaz_ Patricia Manterola_ Carolina Guerra_ John Álex Toro_ Luis Eduardo Arango_ Alejandro Martínez_ Juan Sebastián Aragón_ Víctor Mallarino_ Santiago Moure_ Carlos Echavarría_ John Gertz,Colombia,24-Aug-18,2010,TV-MA,1 Season,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.
s4751,TV Show,El Chapo,,Marco de la O_ Humberto Busto_ Alejandro Aguilar_ Rodrigo Abed_ Luis Fernando Peña_ Juan Carlos Olivas_ Rolf Petersen_ Carlos Hernan Romo_ Héctor Holten_ Diego Vásquez_ Teté Espinoza_ Luis Rábago_ Dolores Heredia_ Cristina Michaus_ Valentina Acosta_ Juliette Pardau_ Abril Schreiber,Mexico_ United States,27-Jul-18,2018,TV-MA,3 Seasons,Crime TV Shows_ Spanish-Language TV Shows_ TV Action & Adventure,"This drama series chronicles the true story of the rise_ capture and escape of notorious Mexican drug lord Joaquín ""El Chapo"" Guzmán."
s6675,TV Show,El Chavo,,Roberto Gómez Bolaños_ María Antonieta de las Nieves_ Carlos Villagrán_ Florinda Meza García_ Angelines Fernández Abad_ Rubén Aguirre Fuentes_ Edgar Vivar_ Ramón Gómez Valdez de Castillo,Mexico,31-Dec-17,1979,TV-PG,1 Season,Classic & Cult TV_ Kids' TV_ Spanish-Language TV Shows,El Chavo is a poor_ nameless orphan who lives in an apartment building with La Chilindrina_ Quico_ Doña Florinda_ Don Ramón and Professor Jirafales.
s6676,Movie,El Che,Matías Gueilburt,Paco Ignacio Taibo II,Venezuela,15-Oct-17,2017,TV-14,119 min,Documentaries_ International Movies,"Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary."
s1322,TV Show,El Chema,,Mauricio Ochmann_ Mariana Seoane_ Julio Bracho_ Sergio Basañez_ Itatí Cantoral_ Jorge Luis Vázquez,Mexico,11-Feb-21,2016,TV-MA,1 Season,Crime TV Shows_ Spanish-Language TV Shows_ TV Action & Adventure,Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.
s6677,TV Show,El Clon,,Mauricio Ochmann_ Sandra Echeverría_ Saúl Lisazo_ Roberto Moll_ Geraldine Zivic_ Andrea López_ Juan Pablo Raba_ Daniel Lugo,United States,18-May-17,2010,TV-14,1 Season,Romantic TV Shows_ Spanish-Language TV Shows_ TV Dramas,Religion thwarted Lucas and Jade's young love. They reunite decades later_ but Jade's heart is torn between the man she knew and his younger clone.
s4767,Movie,El club de los buenos infieles,,Raúl Fernández_ Fele Martínez_ Juanma Cifuentes_ Hovik Keuchkerian_ Albert Ribalta_ Jordi Vilches_ Adrián Lastra_ Raquel Salvador_ Marta Brucart_ Betsy Turnez,Spain,19-Jul-18,2018,TV-MA,85 min,Comedies_ International Movies,Four childhood buddies in passionless marriages try a counterintuitive idea: a secret club for men who want to cheat – to regain lust for their wives.
s4355,Movie,El club de los insomnes,Joseduardo Giordano_ Sergio Goyri Jr.,Cassandra Ciangherotti_ Leonardo Ortizgris_ Alejandra Ambrosi_ Alexandra De La Mora_ Mónica Dionne_ Sergio Goyri_ Fernando Becerril_ Humberto Busto_ Marco Méndez_ Alejandra Urdiaín_ Khristian Clausen_ Fernando Luján,Mexico,30-Nov-18,2018,TV-MA,82 min,Dramas_ International Movies,An insomniac_ an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart.
s3749,TV Show,El desconocido,,Guillermo Iván_ César Manjarrez_ Estrella Solís_ Liliana Moreno_ Marco Uriel_ Mario Zaragoza_ Fernando Sarfatti_ José Ángel Bichir_ Paty Blanco_ Pía Sanz_ Scarlet Gruber_ Pakey Vázquez_ Ivonne Montero,,14-Jun-19,2019,TV-MA,2 Seasons,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,Based on real events_ the fictional story of Mexican drug lord El Chato's number one hitman_ El Cholo.
s2670,TV Show,El Dragón: Return of a Warrior,,Sebastián Rulli_ Renata Notni_ Roberto Mateos_ Irina Baeva_ Cassandra Sánchez Navarro_ Manuel Balbi_ Javier Gómez_ Alejandro Ávila_ Sofía Castro_ Juan Pablo Gil,Mexico,17-Apr-20,2020,TV-MA,2 Seasons,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,To replace his grandfather as head of a cartel_ a Tokyo financier returns to his home country of Mexico_ where he must battle two rivals for control.
s5225,Movie,El Especial de Alex Fernández_ el Especial,Jan Suter,Alex Fernández,Mexico,13-Oct-17,2017,TV-MA,52 min,Stand-Up Comedy,From a Mexico City theme park_ energetic stand-up Alex Fernández riffs on music_ cheap toys_ insecurity and other fun things about growing up.
s6678,Movie,El fin de ETA,Justin Webster,,Spain,8-Apr-17,2017,TV-14,106 min,Documentaries_ International Movies,This documentary chronicles the decade-long process that led to the end of the ETA_ a Basque terrorist group that operated for more than 50 years.
s1269,TV Show,El final del paraíso,,Carmen Villalobos_ Catherine Siachoque_ Fabián Ríos_ Gregorio Pernía_ Kimberly Reyes_ Stephanía Duque_ Elianis Garrido_ Carolina Gaitán_ Juan Pablo Urrego_ Juan Pablo Gamboa,United States_ Colombia,25-Feb-21,2019,TV-MA,1 Season,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,In Colombia_ the DEA's new director targets a gang of dealers pushing a powerful drug while contending with an enemy who possesses a deep network.
s2371,Movie,El límite infinito,Pablo Aulita,Jean Maggi,,18-Jun-20,2020,TV-PG,48 min,Documentaries_ International Movies_ Sports Movies,From early struggles to his climb up the Himalayas_ Jean Maggi gets profiled in this documentary that highlights his advancement of adaptive sports.
s3484,TV Show,El Marginal,,Juan Minujín_ Martina Gusman_ Gerardo Romano_ Claudio Rissi_ Carlos Portaluppi_ Nicolás Furtado_ Cristina Banegas_ Abel Ayala,Argentina,27-Sep-19,2019,TV-MA,3 Seasons,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,While investigating a kidnapping_ an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity.
s141,Movie,El patrón_ radiografía de un crimen,Sebastián Schindel,Joaquín Furriel_ Luis Ziembrowski_ Guillermo Pfening_ Mónica Lairana_ Germán de Silva_ Victoria Raposo_ Andrea Garrote,Argentina_ Venezuela,1-Sep-21,2014,TV-MA,100 min,Dramas_ International Movies_ Thrillers,A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.
s3092,Movie,El Pepe_ a Supreme Life,Emir Kusturica,José Mujica_ Emir Kusturica,Argentina_ Uruguay_ Serbia,27-Dec-19,2018,TV-14,73 min,Documentaries_ International Movies,"In this intimate documentary_ former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison_ his ideals and the future."
s4214,Movie,El Potro: Unstoppable,Lorena Munoz,Jimena Barón_ Rodrigo Romero_ Diego Cremonesi_ Daniel Aráoz_ Malena Sánchez_ Julieta Vallina_ Florencia Peña_ Simja Dujov_ Adan Otero_ Fernán Mirás,,4-Jan-19,2018,TV-MA,122 min,Dramas_ International Movies_ Music & Musicals,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life."
s2709,TV Show,El Reemplazante,,Iván Álvarez de Araya_ Blanca Lewin_ Karla Melo_ Sebastián Ayala_ Roberto Farías_ Sergio Hernández,Chile,4-Apr-20,2013,TV-MA,2 Seasons,International TV Shows_ Spanish-Language TV Shows_ TV Dramas,A former high-ranking financial executive finds redemption and romance when he's paroled after a prison sentence and becomes a math teacher.
s2600,TV Show,El señor de los Cielos,,Rafael Amaya_ Ximena Herrera_ Robinson Díaz_ Raúl Méndez_ Gabriel Porras_ Carmen Villalobos_ Mauricio Ochmann_ Fernanda Castillo_ Marlene Favela_ Carmen Aub_ Maritza Rodríguez,United States_ Mexico_ Colombia,30-Apr-20,2019,TV-MA,7 Seasons,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,Only Aurelio Casillas can fill Pablo Escobar's shoes and become Mexico's biggest drug trafficker of the '90s.
s3266,Movie,El sendero de la anaconda,Alessandro Angulo,Wade Davis_ Martin von Hildebrand,Colombia,15-Nov-19,2019,TV-14,74 min,Documentaries_ International Movies,In the most remote areas of the Amazon jungle_ a writer and his anthropologist friend meet communities who have resisted change for centuries.
s2790,Movie,El silencio es bienvenido,Gabriela García Rivas,Eileen Yáñez_ Jorge Luis Moreno_ Daniela Newton_ Andrea Newton_ Luis Eduardo Yee_ Enrique Medina_ Roberto Fiesco,Mexico,20-Mar-20,2017,TV-14,95 min,Dramas_ Independent Movies_ International Movies,As a teen languishes during a spiritless road trip_ she learns of the troubles in her parents' marriage as a crisis in her country looms.
s3704,Movie,El testigo,Kate Horne,Jesús Abad Colorado,Colombia_ Peru_ United Kingdom,28-Jun-19,2018,TV-14,73 min,Documentaries_ International Movies,Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
s6679,TV Show,El Vato,,El Dasa_ Cristina Rodlo_ Ricardo Polanco_ Gustavo Egelhaaf_ Mauricio Martínez_ Itatí Cantoral_ Arcelia Ramírez_ Horacio Castelo_ Fátima Molina_ Leonardo Daniel_ Giancarlo Vidrio_ Mónica Dionne_ Sebastián Ferrat_ Mauricio Isaac_ Aldo Gallardo_ Julio Casado_ Arnulfo Reyes Sanchez_ José María de Tavira_ Pablo Bracho_ Patricio Sebastián,United States, February 24_ 2018,2017,TV-MA,2 Seasons,International TV Shows_ Spanish-Language TV Shows_ TV Comedies,Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles_ California.
